reference	rast_only	refseq_only	transyt_only	rast_and_refseq	rast_and_transyt	refseq_and_transyt	all_combined	lineage
GCF_000317635.1	0	56	10	173	16	6	99	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Aphanothecaceae, Halothece cluster, Halothece, Halothece sp. PCC 7418
GCF_000785105.2	0	24	9	143	10	3	113	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus curieae
GCF_001439585.2	0	58	16	187	6	7	106	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Aneurinibacillus group, Aneurinibacillus, Aneurinibacillus sp. XH2
GCF_000023585.1	0	93	15	632	13	13	177	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, Paenibacillus sp. JDR-2
GCF_000014865.1	0	75	12	177	6	6	50	Bacteria, Proteobacteria, Alphaproteobacteria, Magnetococcales, Magnetococcaceae, Magnetococcus, Magnetococcus marinus MC-1
GCF_000784965.1	0	82	45	218	14	28	350	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea, Pantoea sp. PSNIH2
GCF_001456215.1	0	44	10	147	5	7	148	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus aureus
GCF_000259255.1	0	62	13	80	3	4	39	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, Helicobacter cetorum MIT 00-7128
GCF_000007465.2	0	0	11	0	106	0	0	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus mutans UA159
GCF_000015665.1	0	11	7	69	1	0	31	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Prochloraceae, Prochlorococcus, Prochlorococcus marinus str. MIT 9515
GCF_001955715.1	0	126	16	323	10	15	160	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Rhodoferax saidenbachensis
GCF_001652465.1	0	35	9	216	6	9	62	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium chocolatum
GCF_000204155.1	0	75	11	381	8	11	129	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Verrucosispora, Verrucosispora maris AB-18-032
GCF_000013085.1	0	0	33	0	171	0	0	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospirillum, Rhodospirillum rubrum ATCC 11170
GCF_000214825.1	0	27	6	133	4	3	40	Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Thiomicrospira, Thiomicrospira cyclica ALM1
GCF_000024385.1	0	70	26	237	3	10	75	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Thermomonospora, Thermomonospora curvata DSM 43183
GCF_000021865.1	0	62	15	291	12	14	136	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, Rhodobacter capsulatus SB 1003
GCF_000019485.1	0	39	13	170	7	10	70	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. PCC 7002
GCF_000023105.1	0	47	7	423	15	11	98	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Beutenbergiaceae, Beutenbergia, Beutenbergia cavernae DSM 12333
GCF_000219605.1	0	89	27	328	10	23	176	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas stutzeri group, Pseudomonas stutzeri
GCF_000018105.1	0	85	15	270	3	6	100	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Acaryochloridaceae, Acaryochloris, Acaryochloris marina MBIC11017
GCF_000217995.1	0	20	4	105	2	1	24	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosalsum, Methanosalsum zhilinae DSM 4017
GCF_000233775.1	0	48	5	152	2	2	45	Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Thermovirga, Thermovirga lienii DSM 17291
GCF_000346595.1	0	14	7	42	2	1	20	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Liberibacter, Candidatus Liberibacter asiaticus str. gxpsy
GCF_000092185.1	0	34	1	82	0	2	10	Archaea, TACK group, Crenarchaeota, Thermoprotei, Desulfurococcales, Desulfurococcaceae, Thermosphaera, Thermosphaera aggregans DSM 11486
GCF_000304735.1	0	11	6	50	3	1	15	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Borreliaceae, Borreliella, Borreliella afzelii HLJ01
GCF_000008605.1	0	20	19	48	2	2	25	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Treponema, Treponema pallidum, Treponema pallidum subsp. pallidum str. Nichols
GCF_000830885.1	0	15	4	75	1	2	24	Bacteria, Terrabacteria group, Chloroflexi, Dehalococcoidia, Dehalococcoidales, Dehalococcoidaceae, Dehalococcoides, Dehalococcoides mccartyi CG5
GCF_000317515.1	0	71	16	255	8	10	104	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Microcoleaceae, Microcoleus, Microcoleus sp. PCC 7113
GCF_000236685.1	0	100	2	419	7	7	79	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Sphaerochaeta, Sphaerochaeta pleomorpha str. Grapes
GCF_000982715.1	0	87	42	293	3	10	137	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus aetherivorans
GCF_000772105.1	0	164	23	406	14	22	227	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, Vibrio oreintalis group, Vibrio tubiashii ATCC 19109
GCF_001315015.1	0	123	27	494	13	15	186	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum brasilense
GCF_000762265.1	0	32	4	91	1	2	28	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium formicicum
GCF_000013205.1	0	34	9	131	7	5	68	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. JA-3-3Ab
GCF_000020065.1	0	9	2	36	1	0	6	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma arthritidis 158L3-1
GCF_001022135.1	0	97	74	298	11	33	481	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Kluyvera intermedia
GCF_000803645.1	0	84	19	269	4	15	114	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis fribergensis
GCF_001547995.1	0	53	5	189	4	9	81	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Asaia, Asaia bogorensis NBRC 16594
GCF_001189535.1	0	59	16	182	5	8	88	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Intrasporangiaceae, Arsenicicoccus, Arsenicicoccus sp. oral taxon 190
GCF_001029265.1	0	37	1	71	2	3	17	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma eriocheiris
GCF_000970205.1	0	38	16	169	6	2	58	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanosarcina, Methanosarcina mazei S-6
GCF_000827005.1	0	87	23	376	7	19	148	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces albus
GCF_000152825.2	0	55	11	162	5	6	52	Bacteria, Proteobacteria, Alphaproteobacteria, Parvularculales, Parvularculaceae, Parvularcula, Parvularcula bermudensis HTCC2503
GCF_000209675.1	0	26	20	138	9	13	169	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Gallibacterium, Gallibacterium anatis UMN179
GCF_000517605.1	0	118	18	694	19	18	263	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium, Rhizobium leguminosarum, Rhizobium leguminosarum bv. trifolii WSM1689
GCF_000022545.1	0	38	4	111	6	2	39	Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Thermococcus, Thermococcus sibiricus MM 739
GCF_000014145.1	0	92	13	167	2	2	58	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Cytophaga, Cytophaga hutchinsonii ATCC 33406
GCF_000011965.2	0	94	16	464	10	8	111	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Ruegeria, Ruegeria pomeroyi DSS-3
GCF_001442785.1	0	95	22	251	8	14	111	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter capsici
GCF_000970325.1	0	35	4	110	4	3	44	Archaea, Euryarchaeota, Stenosarchaea group, Methanomicrobia, Methanosarcinales, Methanosarcinaceae, Methanococcoides, Methanococcoides methylutens MM1
GCF_002234495.1	0	142	9	254	4	7	97	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Arenibacter algicola
GCF_000196855.1	0	24	5	159	5	5	100	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Leuconostoc, Leuconostoc gelidum, Leuconostoc gelidum subsp. gasicomitatum LMG 18811
GCF_000007745.1	0	40	21	152	8	15	148	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Basfia, [Mannheimia] succiniciproducens MBEL55E
GCF_000828675.1	0	35	2	300	4	1	66	Bacteria, Thermotogae, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga, Thermotoga profunda AZM34c06
GCF_001454945.1	0	68	7	193	3	12	78	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, unclassified Clostridiales, Intestinimonas butyriciproducens
GCF_000183385.1	0	8	2	50	0	0	10	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma bovis PG45
GCF_001432245.1	0	48	9	182	4	9	139	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus equorum
GCF_000789255.1	0	49	10	78	1	1	24	Archaea, Euryarchaeota, Archaeoglobi, Archaeoglobales, Archaeoglobaceae, Geoglobus acetivorans
GCF_000265525.1	0	41	4	105	2	2	30	Archaea, Euryarchaeota, Thermococci, Thermococcales, Thermococcaceae, Thermococcus cleftensis
GCF_001023575.1	0	56	12	87	0	1	16	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, unclassified Actinobacteria (class), Actinobacteria bacterium IMCC26256
GCF_002073715.2	0	56	20	155	5	9	83	Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria sicca
GCF_900011245.1	0	167	30	644	8	18	204	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, Bradyrhizobium sp.
GCF_000269985.1	0	95	22	449	11	19	137	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Kitasatospora, Kitasatospora setae KM-6054
GCF_000349945.1	0	130	32	399	11	14	151	Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Azoarcus, Azoarcus sp. KH32C
GCF_000190315.1	0	52	5	105	0	3	18	Archaea, TACK group, Crenarchaeota, Thermoprotei, Thermoproteales, Thermoproteaceae, Vulcanisaeta, Vulcanisaeta moutnovskia 768-28
GCF_000010825.1	0	62	11	211	3	7	95	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter, Acetobacter pasteurianus, Acetobacter pasteurianus IFO 3283-01
GCF_000007265.1	0	0	12	0	121	0	0	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae 2603V/R
GCF_000011645.1	0	56	27	272	15	20	215	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus subtilis group, Bacillus licheniformis DSM 13 = ATCC 14580
GCF_000242935.2	0	173	7	310	6	14	113	Bacteria, PVC group, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae, Opitutaceae bacterium TAV5
GCF_001499615.1	0	68	9	236	4	9	96	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Acetobacter senegalensis
GCF_000316575.1	0	79	18	253	12	9	107	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Calotrichaceae, Calothrix, Calothrix sp. PCC 7507
GCF_001548075.1	0	99	15	365	8	13	121	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodovulum sulfidophilum
GCF_000015445.1	0	14	7	86	4	1	35	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella, Bartonella bacilliformis KC583
GCF_001444425.1	0	108	17	191	7	8	65	Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria incertae sedis, Pseudohongiella spirulinae
GCF_000020685.1	0	46	6	246	1	6	76	Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus deserti VCD115
GCF_000021045.1	0	94	25	344	11	21	222	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Azotobacter group, Azotobacter, Azotobacter vinelandii DJ
GCF_000021385.1	0	71	17	256	5	5	64	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio vulgaris str. 'Miyazaki F'
GCF_000015505.1	0	97	25	402	10	11	112	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas, Polaromonas naphthalenivorans CJ2
GCF_000299355.1	0	64	3	219	4	8	79	Bacteria, Terrabacteria group, Firmicutes, Tissierellia, Tissierellales, Gottschalkiaceae, Gottschalkia, Gottschalkia acidurici 9a
GCF_001688625.1	0	52	5	235	6	5	77	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Flavonifractor plautii
GCF_000024905.1	0	0	10	0	49	0	0	Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Thermanaerovibrio, Thermanaerovibrio acidaminovorans DSM 6589
GCF_000737535.1	0	27	8	124	2	2	52	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. KORDI-100
GCF_000175575.2	0	52	11	168	4	2	59	Bacteria, Proteobacteria, Acidithiobacillia, Acidithiobacillales, Acidithiobacillaceae, Acidithiobacillus, Acidithiobacillus caldus ATCC 51756
GCF_000067205.1	0	201	28	535	8	21	164	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella petrii
GCF_000247715.1	0	88	28	300	4	14	122	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Gordoniaceae, Gordonia, Gordonia polyisoprenivorans VH2
GCF_000196895.1	0	100	11	202	3	6	60	Archaea, Euryarchaeota, Stenosarchaea group, Halobacteria, Halobacteriales, Halobacteriaceae, Halalkalicoccus, Halalkalicoccus jeotgali B3
GCF_000024565.1	0	37	2	126	4	4	58	Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Streptobacillus, Streptobacillus moniliformis DSM 12112
GCF_000828815.1	0	3	4	16	1	6	15	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacteriaceae incertae sedis, ant, tsetse, mealybug, aphid, etc. endosymbionts, Candidatus Tachikawaea gelatinosa
GCF_000012885.1	0	82	14	191	10	5	66	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Pelobacter, Pelobacter carbinolicus DSM 2380
GCF_000024265.1	0	71	5	223	8	6	67	Bacteria, Terrabacteria group, Actinobacteria, Coriobacteriia, Eggerthellales, Eggerthellaceae, Eggerthella, Eggerthella lenta DSM 2243
GCF_000828915.1	0	43	12	149	7	13	73	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Serpentinomonas mccroryi
GCF_000262715.1	0	9	2	28	1	0	9	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Blattabacteriaceae, Blattabacterium, Blattabacterium sp. (Blaberus giganteus)
GCF_000196115.1	0	0	16	0	47	0	0	Bacteria, PVC group, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Rhodopirellula, Rhodopirellula baltica SH 1
GCF_000969765.1	0	3	3	50	0	0	11	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma synoviae ATCC 25204
GCF_001187595.1	0	39	18	174	12	5	104	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Anoxybacillus gonensis
GCF_000240075.2	0	68	14	125	2	4	36	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, Flavobacterium columnare ATCC 49512
GCF_000284515.1	0	59	20	226	11	11	145	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Halobacillus, Halobacillus halophilus DSM 2266
GCF_000152265.2	0	32	8	115	1	1	23	Archaea, Euryarchaeota, Diaforarchaea group, Thermoplasmata, Thermoplasmatales, Ferroplasmaceae, Ferroplasma, Ferroplasma acidarmanus fer1
GCF_000227745.2	0	80	15	241	10	10	81	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Chromatiaceae, Thiocystis, Thiocystis violascens DSM 198
GCF_000730385.1	0	73	18	268	12	12	101	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas australica
GCF_000317025.1	0	56	15	190	15	3	97	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Pleurocapsales, Hyellaceae, Pleurocapsa, Pleurocapsa sp. PCC 7327
GCF_000632845.1	0	10	3	46	2	2	22	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia, Ehrlichia sp. HF
GCF_000145275.1	0	58	10	237	2	9	92	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium cellulovorans 743B
GCF_000024205.1	0	44	3	173	2	3	61	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfofarcimen, Desulfofarcimen acetoxidans DSM 771
GCF_000157355.2	0	53	8	299	13	11	156	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, Enterococcus casseliflavus EC20
GCF_000012085.2	0	13	5	46	2	2	29	Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Borreliaceae, Borrelia, Borrelia turicatae 91E135
GCF_000025645.1	0	36	5	141	3	2	87	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Thermoanaerobacter, Thermoanaerobacter italicus Ab9
GCF_001457455.1	0	38	6	174	5	10	60	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium diphtheriae
GCF_000092985.1	0	79	12	383	10	8	141	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptosporangiales, Nocardiopsaceae, Nocardiopsis, Nocardiopsis dassonvillei, Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
GCF_000235605.1	0	88	18	358	7	8	145	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus, Desulfosporosinus orientis DSM 765
GCF_000332115.1	0	97	17	151	1	5	40	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Nonlabens, Nonlabens dokdonensis DSW-6
GCF_002075285.2	0	60	14	201	5	6	76	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Prochlorotrichaceae, Halomicronema, Halomicronema hongdechloris C2206
GCF_000014705.1	0	100	36	289	13	18	139	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella frigidimarina NCIMB 400
GCF_000550785.1	0	52	6	197	8	10	96	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium casei LMG S-19264
GCF_000143145.1	0	75	17	182	5	14	82	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, Hyphomicrobium denitrificans ATCC 51888
GCF_001021085.1	0	12	6	38	2	2	21	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Liberibacter, Candidatus Liberibacter africanus PTSAPSY
GCF_000196535.1	0	40	10	133	5	2	34	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Mobiluncus, Mobiluncus curtisii ATCC 43063
GCF_001051995.2	0	104	25	346	8	12	96	Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Thauera humireducens
GCF_000019945.1	0	120	19	325	11	14	143	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylorubrum, Methylorubrum populi BJ001
GCF_000006945.2	0	56	101	199	28	31	432	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella enterica, Salmonella enterica subsp. enterica, Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
